,Locations,March Europe,March Korea,March Japan,"YTD
Europe","YTD
Korea","YTD
Japan",Month,Year,latitude,longitude
1070,Sanno Navy,0.00,0.00,"1,11,510.20",0.00,0.00,"8,69,611.15",August,2022,,
1071,Atsugi Navy,0.00,0.00,"82,926.70",0.00,0.00,"9,62,549.55",August,2022,,
1072,Okinawa,0.00,0.00,"5,053.00",0.00,0.00,"60,117.80",August,2022,26.212401,127.68093
1073,Okinawa Marines,0.00,0.00,"9,50,812.85",0.00,0.00,"1,00,73,108.15",August,2022,,
1074,Okinawa Navy,0.00,0.00,"79,919.85",0.00,0.00,"3,83,190.35",August,2022,,
1075,Iwakuni Marines,0.00,0.00,"2,13,601.70",0.00,0.00,"20,16,185.25",August,2022,,
1076,Sasebo Navy,0.00,0.00,"2,17,721.85",0.00,0.00,"22,71,316.15",August,2022,,
1077,Yokosuka Navy,0.00,0.00,"3,86,345.20",0.00,0.00,"48,17,934.25",August,2022,,
1078,Singapore Navy,0.00,0.00,214.00,0.00,0.00,"57,146.00",August,2022,,
1079,Total Gaming Revenue,"17,50,531.35","20,09,297.20","22,04,786.40","1,52,76,033.76","1,98,02,106.30","2,27,02,512.30",August,2022,,
1080,Kaiserslautern,"4,12,641.40",0.00,0.00,"35,61,415.20",0.00,0.00,August,2023,,
1081,Grafenwoehr,"1,30,696.10",0.00,0.00,"17,78,205.75",0.00,0.00,August,2023,,
1082,Wiesbaden,"3,27,742.50",0.00,0.00,"25,90,439.15",0.00,0.00,August,2023,,
1083,Vicenza,"1,34,956.60",0.00,0.00,"10,00,235.70",0.00,0.00,August,2023,45.545479,11.535421
1084,Livorno,"9,392.80",0.00,0.00,"1,16,265.85",0.00,0.00,August,2023,43.548473,10.310567
1085,Stuttgart,"2,62,054.05",0.00,0.00,"23,66,473.00",0.00,0.00,August,2023,48.775418,9.181759
1086,Baumholder,"1,04,724.65",0.00,0.00,"6,53,431.50",0.00,0.00,August,2023,49.613889,7.333333
1087,Ansbach,"68,078.95",0.00,0.00,"7,55,292.60",0.00,0.00,August,2023,49.300425,10.571936
1088,Brunssum,"5,410.50",0.00,0.00,"1,03,706.00",0.00,0.00,August,2023,50.948896,5.972166
1089,AFRC   Edelweiss   Lodge,"40,902.15",0.00,0.00,"2,48,857.67",0.00,0.00,August,2023,,
1090,Hohenfels,"32,945.20",0.00,0.00,"3,78,355.35",0.00,0.00,August,2023,49.203278,11.849022
1091,Naples   Navy,"1,66,754.95",0.00,0.00,"12,81,052.65",0.00,0.00,August,2023,,
1092,Sigonella   Navy,"68,077.05",0.00,0.00,"6,89,331.80",0.00,0.00,August,2023,,
1093,Rota   Navy,"37,506.35",0.00,0.00,"8,41,337.35",0.00,0.00,August,2023,,
1094,Souda   Bay   Navy,"4,224.00",0.00,0.00,"1,12,815.65",0.00,0.00,August,2023,,
1095,AFRC   Dragon   Hill   Lodge,0.00,"3,79,928.10",0.00,0.00,"45,61,813.00",0.00,August,2023,,
1096,Seoul,0.00,"12,938.95",0.00,0.00,"1,94,842.10",0.00,August,2023,37.566535,126.97797
1097,Casey   &   Hovey,0.00,"2,88,609.70",0.00,0.00,"20,22,560.80",0.00,August,2023,,
1098,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,August,2023,,
1099,Camp   Humphreys,0.00,"13,00,545.40",0.00,0.00,"1,14,33,729.85",0.00,August,2023,,
1100,Daegu,0.00,"2,20,183.10",0.00,0.00,"20,86,648.70",0.00,August,2023,,
1101,Chinhae   Navy,0.00,"28,714.25",0.00,0.00,"2,75,815.00",0.00,August,2023,,
1102,Camp   Mujuk   Marines,0.00,0.00,0.00,0.00,0.00,0.00,August,2023,,
1103,Camp   Zama,0.00,0.00,"1,50,236.85",0.00,0.00,"12,16,641.00",August,2023,,
1104,Fuji   Marines,0.00,0.00,"3,694.00",0.00,0.00,"28,763.85",August,2023,,
1105,Sanna   Navy,0.00,0.00,"1,14,844.20",0.00,0.00,"9,13,706.00",August,2023,,
1106,Atsugi   Navy,0.00,0.00,"1,61,860.30",0.00,0.00,"11,36,135.05",August,2023,,
1107,Okinawa,0.00,0.00,"4,690.50",0.00,0.00,"78,826.70",August,2023,26.212401,127.68093
1108,Okinawa   Marines,0.00,0.00,"5,46,366.95",0.00,0.00,"1,00,72,891.95",August,2023,,
1109,Okinawa   Navy,0.00,0.00,"36,035.10",0.00,0.00,"3,50,270.15",August,2023,,
1110,Iwakuni   Marines,0.00,0.00,"1,57,339.70",0.00,0.00,"17,89,391.00",August,2023,,
1111,Sasebo   Navy,0.00,0.00,"2,72,434.25",0.00,0.00,"20,01,185.65",August,2023,,
1112,Yokosuka   Navy,0.00,0.00,"4,79,388.60",0.00,0.00,"47,87,772.45",August,2023,,
1113,Singapore   Navy,0.00,0.00,"2,607.00",0.00,0.00,"51,919.00",August,2023,,
1114,Total   Gaming   Revenue,"18,06,107.25","22,30,919.50","19,29,497.45","1,64,77,215.22","2,05,75,409.45","2,24,27,502.80",August,2023,,
1115,Kaiserslautern,"3,81,637.75",0.00,0.00,"26,89,150.15",0.00,0.00,September,2020,,
1116,Grafenwoehr,"58,144.90",0.00,0.00,"13,55,142.35",0.00,0.00,September,2020,,
1117,Wiesbaden,"2,22,882.85",0.00,0.00,"20,23,579.05",0.00,0.00,September,2020,,
1118,Vicenza,"64,420.15",0.00,0.00,"5,12,097.15",0.00,0.00,September,2020,45.545479,11.535421
1119,Livorno,"6,230.00",0.00,0.00,"24,130.20",0.00,0.00,September,2020,43.548473,10.310567
1120,Stuttgart,"1,89,891.70",0.00,0.00,"14,16,567.90",0.00,0.00,September,2020,48.775418,9.181759
1121,Baumholder,"54,648.45",0.00,0.00,"4,67,424.70",0.00,0.00,September,2020,49.613889,7.333333
1122,Ansbach,"29,373.55",0.00,0.00,"3,70,453.50",0.00,0.00,September,2020,49.300425,10.571936
1123,Schinnen,"4,694.00",0.00,0.00,"46,531.70",0.00,0.00,September,2020,50.94028,5.87832
1124,AFRC Edelweiss Lodge,"6,245.95",0.00,0.00,"2,04,228.97",0.00,0.00,September,2020,,
1125,Hohenfels,"63,225.15",0.00,0.00,"3,70,182.45",0.00,0.00,September,2020,49.203278,11.849022
1126,Naples Navy,"96,448.00",0.00,0.00,"5,88,654.00",0.00,0.00,September,2020,,
1127,Sigonella Navy,"38,609.25",0.00,0.00,"4,43,036.55",0.00,0.00,September,2020,,
1128,Rota Navy,"1,07,225.35",0.00,0.00,"6,15,590.65",0.00,0.00,September,2020,,
1129,Souda Bay Navy,0.00,0.00,0.00,"58,890.00",0.00,0.00,September,2020,,
1130,AFRC Dragon Hill Lodge,0.00,"6,66,291.65",0.00,0.00,"55,02,275.05",0.00,September,2020,,
1131,Seoul,0.00,"30,479.00",0.00,0.00,"6,74,166.00",0.00,September,2020,37.566535,126.97797
1132,Casey &   Hovey,0.00,"2,09,649.80",0.00,0.00,"23,86,295.85",0.00,September,2020,,
1133,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,September,2020,,
1134,Camp Humphreys,0.00,"8,97,777.15",0.00,0.00,"1,01,59,706.40",0.00,September,2020,,
1135,Daegu,0.00,"292,383. 55",0.00,0.00,"26,84,380.90",0.00,September,2020,,
1136,Chinhae Navy,0.00,"90,471.00",0.00,0.00,"3,57,443.06",0.00,September,2020,,
1137,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,September,2020,,
1138,Camp Zama,0.00,0.00,"2,02,091.60",0.00,0.00,"13,23,668.40",September,2020,,
1139,Fuji Marines,0.00,0.00,"1,685.00",0.00,0.00,"13,839.25",September,2020,,
1140,Sanna Navy,0.00,0.00,0.00,0.00,0.00,"6,51,836.10",September,2020,,
1141,Atsugi Navy,0.00,0.00,"1,50,636.45",0.00,0.00,"10,83,616.25",September,2020,,
1142,Okinawa,0.00,0.00,0.00,0.00,0.00,"50,454.00",September,2020,26.212401,127.68093
1143,Okinawa Marines,0.00,0.00,"6,59,593.50",0.00,0.00,"91,08,853.25",September,2020,,
1144,Okinawa Navy,0.00,0.00,"17,267.65",0.00,0.00,"2,80,698.30",September,2020,,
1145,Iwakuni Marines,0.00,0.00,"1,99,532.20",0.00,0.00,"19,14,320.15",September,2020,,
1146,Sasebo Navy,0.00,0.00,"1,64,997.10",0.00,0.00,"17,72,062.70",September,2020,,
1147,Yokosuka Navy,0.00,0.00,"1,92,931.15",0.00,0.00,"32,90,195.85",September,2020,,
1148,Singapore Navy,0.00,0.00,0.00,0.00,0.00,"33,112.95",September,2020,,
1149,Total Gaming Revenue,"13,23,677.05","21,87,052.15","15,88,734.65","1,11,85,659.32","2,17,64,267.26","1,95,22,657.20",September,2020,,
1150,Kaiserslautern,"2,51,704.50",0.00,0.00,"14,05,306.00",0.00,0.00,September,2021,,
1151,Grafenwoehr,"88,783.60",0.00,0.00,"15,16,836.20",0.00,0.00,September,2021,,
1152,Wiesbaden,"2,74,751.15",0.00,0.00,"23,66,197.35",0.00,0.00,September,2021,,
1153,Vicenza,"79,215.10",0.00,0.00,"8,76,702.65",0.00,0.00,September,2021,45.545479,11.535421
1154,Livorno,89.00,0.00,0.00,"53,966.30",0.00,0.00,September,2021,43.548473,10.310567
1155,Stuttgart,"2,29,744.10",0.00,0.00,"16,02,796.80",0.00,0.00,September,2021,48.775418,9.181759
1156,Baumholder,"27,109.80",0.00,0.00,"1,44,051.20",0.00,0.00,September,2021,49.613889,7.333333
1157,Ansbach,"56,035.70",0.00,0.00,"3,91,039.95",0.00,0.00,September,2021,49.300425,10.571936
1158,Schinnen,0.00,0.00,0.00,"1,00,346.95",0.00,0.00,September,2021,50.94028,5.87832
1159,AFRC Edelweiss Lodge,"49,624.60",0.00,0.00,"1,47,252.67",0.00,0.00,September,2021,,
1160,Hohenfels,"45,918.85",0.00,0.00,"5,48,273.90",0.00,0.00,September,2021,49.203278,11.849022
1161,Naples Navy,"1,09,037.85",0.00,0.00,"3,57,618.25",0.00,0.00,September,2021,,
1162,Sigonella Navy,"53,058.80",0.00,0.00,"5,45,737.90",0.00,0.00,September,2021,,
1163,Rota Navy,"29,629.00",0.00,0.00,"7,56,131.05",0.00,0.00,September,2021,,
1164,Souda Bay Navy,0.00,0.00,0.00,0.00,0.00,0.00,September,2021,,
1165,AFRC Dragon Hill Lodge,0.00,"3,14,661.70",0.00,0.00,"49,00,542.75",0.00,September,2021,,
1166,Seoul,0.00,"18,885.50",0.00,0.00,"2,96,030.50",0.00,September,2021,37.566535,126.97797
1167,Casey & Hovey,0.00,"1,99,799.95",0.00,0.00,"23,72,006.15",0.00,September,2021,,
1168,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,September,2021,,
1169,Camp Humphreys,0.00,"9,09,256.45",0.00,0.00,"1,16,85,569.55",0.00,September,2021,,
1170,Daegu,0.00,"3,00,652.80",0.00,0.00,"32,40,962.25",0.00,September,2021,,
1171,Chinhae Navy,0.00,"23,266.70",0.00,0.00,"3,75,058.45",0.00,September,2021,,
1172,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,September,2021,,
1173,Camp Zama,0.00,0.00,"1,30,853.45",0.00,0.00,"15,86,784.65",September,2021,,
1174,Fuji Marines,0.00,0.00,"5,382.00",0.00,0.00,"27,515.50",September,2021,,
1175,Sanno Navy,0.00,0.00,"58,952.55",0.00,0.00,"3,67,350.55",September,2021,,
1176,Atsugi Navy,0.00,0.00,"1,39,344.60",0.00,0.00,"14,96,235.90",September,2021,,
1177,Okinawa,0.00,0.00,"9,992.10",0.00,0.00,"36,379.15",September,2021,26.212401,127.68093
1178,Okinawa Marines,0.00,0.00,"8,07,909.15",0.00,0.00,"1,07,42,022.95",September,2021,,
1179,Okinawa Navy,0.00,0.00,"54,220.90",0.00,0.00,"3,89,365.20",September,2021,,
1180,Iwakuni Marines,0.00,0.00,"2,26,269.40",0.00,0.00,"20,99,007.50",September,2021,,
1181,Sasebo Navy,0.00,0.00,"2,28,643.95",0.00,0.00,"24,81,868.60",September,2021,,
1182,Yokosuka Navy,0.00,0.00,"4,37,963.40",0.00,0.00,"40,52,650.50",September,2021,,
1183,Singapore Navy,0.00,0.00,0.00,0.00,0.00,-30.50,September,2021,,
1184,Total Gaming Revenue,"12,94,702.05","17,66,523.10","20,99,531.50","1,08,12,257.17","2,28,70,169.65","2,32,79,150.00",September,2021,,
1185,Kaiserslautern,"3,89,622.37",0.00,0.00,"39,51,037.57",0.00,0.00,September,2023,,
1186,Grafenwoehr,"1,65,397.98",0.00,0.00,"19,43,603.73",0.00,0.00,September,2023,,
1187,Wiesbaden,"1,93,742.15",0.00,0.00,"27,84,181.30",0.00,0.00,September,2023,,
1188,Vicenza,"1,07,354.60",0.00,0.00,"11,07,590.30",0.00,0.00,September,2023,45.545479,11.535421
1189,Livorno,"5,901.61",0.00,0.00,"1,22,167.46",0.00,0.00,September,2023,43.548473,10.310567
1190,Stuttgart,"2,26,077.86",0.00,0.00,"25,92,550.86",0.00,0.00,September,2023,48.775418,9.181759
1191,Baumholder,"38,549.35",0.00,0.00,"6,91,980.85",0.00,0.00,September,2023,49.613889,7.333333
1192,Ansbach,"84,011.64",0.00,0.00,"8,39,304.24",0.00,0.00,September,2023,49.300425,10.571936
1193,Brunssum,"10,693.12",0.00,0.00,"1,14,399.12",0.00,0.00,September,2023,50.948896,5.972166
1194,AFRC Edelweiss Lodge,"20,031.88",0.00,0.00,"2,68,889.55",0.00,0.00,September,2023,,
1195,Hohenfels,"19,579.05",0.00,0.00,"3,97,934.40",0.00,0.00,September,2023,49.203278,11.849022
1196,Naples Navy,"1,13,477.87",0.00,0.00,"13,94,530.52",0.00,0.00,September,2023,,
1197,Sigonella Navy,"40,481.75",0.00,0.00,"7,29,813.55",0.00,0.00,September,2023,,
1198,Rota Navy,"85,736.52",0.00,0.00,"9,27,073.87",0.00,0.00,September,2023,,
1199,Souda Bay Navy,"14,902.23",0.00,0.00,"1,27,717.88",0.00,0.00,September,2023,,
1200,AFRC Dragon Hill Lodge,0.00,"5,31,193.58",0.00,0.00,"50,93,006.58",0.00,September,2023,,
1201,Seoul,0.00,"6,019.96",0.00,0.00,"2,00,862.06",0.00,September,2023,37.566535,126.97797
1202,Casey & Hovey,0.00,"1,46,682.14",0.00,0.00,"21,69,242.94",0.00,September,2023,,
1203,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,September,2023,,
1204,Camp Humphreys,0.00,"10,24,069.67",0.00,0.00,"1,24,57,799.52",0.00,September,2023,,
1205,Daegu,0.00,"1,28,379.79",0.00,0.00,"22,15,028.49",0.00,September,2023,,
1206,Chinhae Navy,0.00,"33,644.42",0.00,0.00,"3,09,459.42",0.00,September,2023,,
1207,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,September,2023,,
1208,Camp Zama,0.00,0.00,"1,26,856.17",0.00,0.00,"13,43,497.17",September,2023,,
1209,Fuji Marines,0.00,0.00,"6,827.63",0.00,0.00,"35,591.48",September,2023,,
1210,Sanno Navy,0.00,0.00,"84,339.17",0.00,0.00,"9,98,045.17",September,2023,,
1211,Atsugi Navy,0.00,0.00,"1,00,147.89",0.00,0.00,"12,36,282.94",September,2023,,
1212,Okinawa,0.00,0.00,6.00,0.00,0.00,"78,832.70",September,2023,26.212401,127.68093
1213,Okinawa Marines,0.00,0.00,"9,68,099.77",0.00,0.00,"1,10,40,991.72",September,2023,,
1214,Okinawa Navy,0.00,0.00,"4,277.59",0.00,0.00,"3,54,547.74",September,2023,,
1215,Iwakuni Marines,0.00,0.00,"1,06,425.87",0.00,0.00,"18,95,816.87",September,2023,,
1216,Sasebo Navy,0.00,0.00,"1,75,767.97",0.00,0.00,"21,76,953.62",September,2023,,
1217,Yokosuka Navy,0.00,0.00,"3,82,864.76",0.00,0.00,"51,70,637.21",September,2023,,
1218,Singapore Navy,0.00,0.00,"1,465.20",0.00,0.00,"53,384.20",September,2023,,
1219,Total Gaming Revenue,"15,15,559.98","18,69,989.56","19,57,078.02","1,79,92,775.20","2,24,45,399.01","2,43,84,580.82",September,2023,,
1220,Kaiserslautern,"2,67,232.15",0.00,0.00,"2,67,232.15",0.00,0.00,October,2020,,
1221,Grafenwoehr,"89,556.25",0.00,0.00,"89,556.25",0.00,0.00,October,2020,,
1222,Wiesbaden,"1,43,065.85",0.00,0.00,"1,43,065.85",0.00,0.00,October,2020,,
1223,Vicenza,"24,290.95",0.00,0.00,"24,290.95",0.00,0.00,October,2020,45.545479,11.535421
1224,Livorno,"8,680.00",0.00,0.00,"8,680.00",0.00,0.00,October,2020,43.548473,10.310567
1225,Stuttgart,"28,518.50",0.00,0.00,"28,518.50",0.00,0.00,October,2020,48.775418,9.181759
1226,Baumholder,"12,703.25",0.00,0.00,"12,703.25",0.00,0.00,October,2020,49.613889,7.333333
1227,Ansbach,"37,881.25",0.00,0.00,"37,881.25",0.00,0.00,October,2020,49.300425,10.571936
1228,Schinnen,"6,759.10",0.00,0.00,"6,759.10",0.00,0.00,October,2020,50.94028,5.87832
1229,AFRC Edelweiss Lodge,"12,758.35",0.00,0.00,"12,758.35",0.00,0.00,October,2020,,
1230,Hohenfels,"30,266.80",0.00,0.00,"30,266.80",0.00,0.00,October,2020,49.203278,11.849022
1231,Naples Navy,"85,315.15",0.00,0.00,"85,315.15",0.00,0.00,October,2020,,
1232,Sigonella Navy,"34,841.65",0.00,0.00,"34,841.65",0.00,0.00,October,2020,,
1233,Rota Navy,"71,448.35",0.00,0.00,"71,448.35",0.00,0.00,October,2020,,
1234,Souda Bay Navy,0.00,0.00,0.00,0.00,0.00,0.00,October,2020,,
1235,AFRC Dragon Hill Lodge,0.00,"2,90,828.95",0.00,0.00,"2,90,828.95",0.00,October,2020,,
1236,Seoul,0.00,"46,861.00",0.00,0.00,"46,861.00",0.00,October,2020,37.566535,126.97797
1237,Casey & Hovey,0.00,"2,17,016.05",0.00,0.00,"2,17,016.05",0.00,October,2020,,
1238,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,October,2020,,
1239,Camp Humphreys,0.00,"11,06,322.60",0.00,0.00,"11,06,322.60",0.00,October,2020,,
1240,Daegu,0.00,"2,38,978.95",0.00,0.00,"2,38,978.95",0.00,October,2020,,
1241,Chinhae Navy,0.00,"20,395.90",0.00,0.00,"20,395.90",0.00,October,2020,,
1242,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,October,2020,,
1243,Camp Zama,0.00,0.00,"92,237.55",0.00,0.00,"92,237.55",October,2020,,
1244,Fuji Marines,0.00,0.00,"1,368.00",0.00,0.00,"1,368.00",October,2020,,
1245,Sanno Navy,0.00,0.00,0.00,0.00,0.00,0.00,October,2020,,
1246,Atsugi Navy,0.00,0.00,"1,75,034.20",0.00,0.00,"1,75,034.20",October,2020,,
1247,Okinawa,0.00,0.00,"-1,320.00",0.00,0.00,"-1,320.00",October,2020,26.212401,127.68093
1248,Okinawa Marines,0.00,0.00,"10,29,045.65",0.00,0.00,"10,29,045.65",October,2020,,
1249,Okinawa Navy,0.00,0.00,"43,368.65",0.00,0.00,"43,368.65",October,2020,,
1250,Iwakuni Marines,0.00,0.00,"1,17,061.15",0.00,0.00,"1,17,061.15",October,2020,,
1251,Sasebo Navy,0.00,0.00,"98,001.10",0.00,0.00,"98,001.10",October,2020,,
1252,Yokosuka Navy,0.00,0.00,"2,66,165.85",0.00,0.00,"2,66,165.85",October,2020,,
1253,Singapore Navy,0.00,0.00,0.00,0.00,0.00,0.00,October,2020,,
1254,Total Gaming Revenue,"8,53,317.60","19,20,403.45","18,20,962.15","8,53,317.60","19,20,403.45","18,20,962.15",October,2020,,
1255,Kaiserslautern,"2,25,342.80",0.00,0.00,"2,25,342.80",0.00,0.00,October,2021,,
1256,Grafenwoehr,"73,369.35",0.00,0.00,"73,369.35",0.00,0.00,October,2021,,
1257,Wiesbaden,"1,70,663.50",0.00,0.00,"1,70,663.50",0.00,0.00,October,2021,,
1258,Vicenza,"53,679.60",0.00,0.00,"53,679.60",0.00,0.00,October,2021,45.545479,11.535421
1259,Livorno,"10,059.00",0.00,0.00,"10,059.00",0.00,0.00,October,2021,43.548473,10.310567
1260,Stuttgart,"1,70,063.50",0.00,0.00,"1,70,063.50",0.00,0.00,October,2021,48.775418,9.181759
1261,Baumholder,"54,593.50",0.00,0.00,"54,593.50",0.00,0.00,October,2021,49.613889,7.333333
1262,Ansbach,"10,767.60",0.00,0.00,"10,767.60",0.00,0.00,October,2021,49.300425,10.571936
1263,Schinnen,"2,201.15",0.00,0.00,"2,201.15",0.00,0.00,October,2021,50.94028,5.87832
1264,AFRC   Edelweiss   Lodge,"32,615.80",0.00,0.00,"32,615.80",0.00,0.00,October,2021,,
1265,Hohenfels,"46,485.55",0.00,0.00,"46,485.55",0.00,0.00,October,2021,49.203278,11.849022
1266,Naples   Navy,"67,580.80",0.00,0.00,"67,580.80",0.00,0.00,October,2021,,
1267,Sigonella   Navy,"17,466.50",0.00,0.00,"17,466.50",0.00,0.00,October,2021,,
1268,Rota   Navy,"67,532.40",0.00,0.00,"67,532.40",0.00,0.00,October,2021,,
1269,Souda   Bay   Navy,0.00,0.00,0.00,0.00,0.00,0.00,October,2021,,
1270,AFRC   Dragon   Hill   Lodge,0.00,"1,60,781.55",0.00,0.00,"1,60,781.55",0.00,October,2021,,
1271,Seoul,0.00,"17,422.50",0.00,0.00,"17,422.50",0.00,October,2021,37.566535,126.97797
1272,Casey   &   Hovey,0.00,"1,71,819.00",0.00,0.00,"1,71,819.00",0.00,October,2021,,
1273,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,October,2021,,
1274,Camp   Humphreys,0.00,"9,73,532.60",0.00,0.00,"9,73,532.60",0.00,October,2021,,
1275,Daegu,0.00,"2,31,590.75",0.00,0.00,"2,31,590.75",0.00,October,2021,,
1276,Chinhae   Navy,0.00,"26,734.00",0.00,0.00,"26,734.00",0.00,October,2021,,
1277,Camp   Mujuk   Marines,0.00,0.00,0.00,0.00,0.00,0.00,October,2021,,
1278,Camp   Zama,0.00,0.00,"53,041.75",0.00,0.00,"53,041.75",October,2021,,
1279,Fuji   Marines,0.00,0.00,"7,296.00",0.00,0.00,"7,296.00",October,2021,,
1280,Sanna   Navy,0.00,0.00,"93,131.25",0.00,0.00,"93,131.25",October,2021,,
1281,Atsugi   Navy,0.00,0.00,"77,604.95",0.00,0.00,"77,604.95",October,2021,,
1282,Okinawa,0.00,0.00,"2,906.15",0.00,0.00,"2,906.15",October,2021,26.212401,127.68093
1283,Okinawa   Marines,0.00,0.00,"9,71,477.90",0.00,0.00,"9,71,477.90",October,2021,,
1284,Okinawa   Navy,0.00,0.00,"-6,552.35",0.00,0.00,"-6,552.35",October,2021,,
1285,Iwakuni   Marines,0.00,0.00,"1,25,185.95",0.00,0.00,"1,25,185.95",October,2021,,
1286,Sasebo   Navy,0.00,0.00,"1,95,076.95",0.00,0.00,"1,95,076.95",October,2021,,
1287,Yokosuka   Navy,0.00,0.00,"3,65,797.40",0.00,0.00,"3,65,797.40",October,2021,,
1288,Singapore   Navy,0.00,0.00,0.00,0.00,0.00,0.00,October,2021,,
1289,Total   Gaming   Revenue,"10,02,421.05","15,81,880.40","18,84,965.95","10,02,421.05","15,81,880.40","18,84,965.95",October,2021,,
1290,Kaiserslautern,"2,83,269.60",0.00,0.00,"2,83,269.60",0.00,0.00,October,2022,,
1291,Grafenwoehr,"1,30,311.25",0.00,0.00,"1,30,311.25",0.00,0.00,October,2022,,
1292,Wiesbaden,"1,91,804.00",0.00,0.00,"1,91,804.00",0.00,0.00,October,2022,,
1293,Vicenza,"55,741.15",0.00,0.00,"55,741.15",0.00,0.00,October,2022,45.545479,11.535421
1294,Livorno,"16,277.30",0.00,0.00,"16,277.30",0.00,0.00,October,2022,43.548473,10.310567
1295,Stuttgart,"2,10,508.10",0.00,0.00,"2,10,508.10",0.00,0.00,October,2022,48.775418,9.181759
1296,Baumholder,"53,464.80",0.00,0.00,"53,464.80",0.00,0.00,October,2022,49.613889,7.333333
1297,Ansbach,"44,899.00",0.00,0.00,"44,899.00",0.00,0.00,October,2022,49.300425,10.571936
1298,Brunssum,"21,120.50",0.00,0.00,"21,120.50",0.00,0.00,October,2022,50.948896,5.972166
1299,AFRC Edelweiss Lodge,"8,701.30",0.00,0.00,"8,701.30",0.00,0.00,October,2022,,
1300,Hohenfels,"29,700.30",0.00,0.00,"29,700.30",0.00,0.00,October,2022,49.203278,11.849022
1301,Naples Navy,"1,21,551.55",0.00,0.00,"1,21,551.55",0.00,0.00,October,2022,,
1302,Sigonella Navy,"19,599.60",0.00,0.00,"19,599.60",0.00,0.00,October,2022,,
1303,Rota Navy,"46,384.75",0.00,0.00,"46,384.75",0.00,0.00,October,2022,,
1304,Souda Bay Navy,"10,094.50",0.00,0.00,"10,094.50",0.00,0.00,October,2022,,
1305,AFRC Dragon Hill Lodge,0.00,"2,93,859.25",0.00,0.00,"2,93,859.25",0.00,October,2022,,
1306,Seoul,0.00,"23,448.60",0.00,0.00,"23,448.60",0.00,October,2022,37.566535,126.97797
1307,Casey & Hovey,0.00,"1,44,057.95",0.00,0.00,"1,44,057.95",0.00,October,2022,,
1308,Uijongbu,0.00,0.00,0.00,0.00,0.00,0.00,October,2022,,
1309,Camp Humphreys,0.00,"9,67,357.25",0.00,0.00,"9,67,357.25",0.00,October,2022,,
1310,Daegu,0.00,"2,42,104.35",0.00,0.00,"2,42,104.35",0.00,October,2022,,
1311,Chinhae Navy,0.00,"41,099.95",0.00,0.00,"41,099.95",0.00,October,2022,,
1312,Camp Mujuk Marines,0.00,0.00,0.00,0.00,0.00,0.00,October,2022,,
1313,Camp Zama,0.00,0.00,"1,20,263.55",0.00,0.00,"1,20,263.55",October,2022,,
1314,Fuji Marines,0.00,0.00,"4,004.50",0.00,0.00,"4,004.50",October,2022,,
1315,Sanno Navy,0.00,0.00,"57,091.75",0.00,0.00,"57,091.75",October,2022,,
1316,Atsugi Navy,0.00,0.00,"89,285.50",0.00,0.00,"89,285.50",October,2022,,
1317,Okinawa,0.00,0.00,"6,006.50",0.00,0.00,"6,006.50",October,2022,26.212401,127.68093
1318,Okinawa Marines,0.00,0.00,"8,38,449.95",0.00,0.00,"8,38,449.95",October,2022,,
1319,Okinawa Navy,0.00,0.00,"26,180.90",0.00,0.00,"26,180.90",October,2022,,
1320,Iwakuni Marines,0.00,0.00,"1,55,197.40",0.00,0.00,"1,55,197.40",October,2022,,
1321,Sasebo Navy,0.00,0.00,"1,30,856.85",0.00,0.00,"1,30,856.85",October,2022,,
1322,Yokosuka Navy,0.00,0.00,"3,34,259.25",0.00,0.00,"3,34,259.25",October,2022,,
1323,Singapore Navy,0.00,0.00,"2,430.00",0.00,0.00,"2,430.00",October,2022,,
1324,Total Gaming Revenue,"12,43,427.70","17,11,927.35","17,64,026.15","12,43,427.70","17,11,927.35","17,64,026.15",October,2022,,
1325,Kaiserslautern,"3,21,466.10",0.00,0.00,"3,21,466.10",0.00,0.00,October,2023,,
1326,Grafenwoehr,"1,72,448.25",0.00,0.00,"1,72,448.25",0.00,0.00,October,2023,,
1327,Wiesbaden,"2,95,311.95",0.00,0.00,"2,95,311.95",0.00,0.00,October,2023,,
1328,Vicenza,"1,56,221.60",0.00,0.00,"1,56,221.60",0.00,0.00,October,2023,45.545479,11.535421
1329,Livorno,"9,886.28",0.00,0.00,"9,886.28",0.00,0.00,October,2023,43.548473,10.310567
1330,Stuttgart,"2,82,948.87",0.00,0.00,"2,82,948.87",0.00,0.00,October,2023,48.775418,9.181759
1331,Baumholder,"53,917.65",0.00,0.00,"53,917.65",0.00,0.00,October,2023,49.613889,7.333333
1332,Ansbach,"53,012.25",0.00,0.00,"53,012.25",0.00,0.00,October,2023,49.300425,10.571936
