Country,FO#,LOC,SVC,NOV,AIN,IGT,WMS,BAL,KON,ITE,Tot/EGMs,FRS,DIE,COU,ACM,ITC,Total,Month,Year,Region,latitude,longitude
GRAFFITI'S,39,2618,Navy,21,-,3,-,-,-,-,,,,,,0,,4,2020,Europe,,
SOUDA BAY,0,0,,21,-,3,-,-,-,-,24,1,2,-,,2,29,4,2020,Europe,,
,0,0,,,,,,,,0,,,,,,0,,4,2020,Europe,,
SIG B/C,40,2595,Navy,8,2,5,4,2,-,-,21,1,1,-,,1,24,4,2020,Europe,,
JOX SPORTS BAR,40,2597,Navy,10,2,2,2,3,-,-,19,1,2,-,,2,24,4,2020,Europe,,
SIGONELLA,0,0,,18,4,7,6,5,-,-,40,2,3,-,,3,48,4,2020,Europe,,
,0,0,,,,,,,,0,,,,,,0,,4,2020,Europe,,
CAPO OLDE TOWN,42,2588,Navy,10,-,6,2,2,2,-,22,1,1,-,,2,26,4,2020,Europe,,
NAPLES B/C,42,2591,Navy,8,3,3,2,4,5,-,25,1,1,-,,2,29,4,2020,Europe,40.851775,14.268124
NAPLES,0,0,,18,3,9,4,6,7,-,47,2,2,-,,4,55,4,2020,Europe,40.851775,14.268124
,0,0,,,,,,,,0,,,,,,0,,4,2020,Europe,,
LA PLAZA,43,2600,Navy,13,4,2,-,6,4,-,29,1,1,-,,2,33,4,2020,Europe,,
ROTA LANES,43,2601,Navy,3,-,3,1,5,1,-,13,1,1,-,,1,16,4,2020,Europe,36.62629,-6.362981
ROTA FLEET CTR,43,2605,Navy,2,-,2,1,-,-,-,5,1,1,-,,1,8,4,2020,Europe,36.62629,-6.362981
BOQ,43,2890,Navy,4,-,3,-,2,1,-,10,1,1,-,,1,13,4,2020,Europe,,
ROTA,0,0,,22,4,10,2,13,6,-,57,4,4,-,,5,70,4,2020,Europe,36.62629,-6.362981
,0,0,,,,,,,,0,,,,,,0,,4,2020,Europe,,
PATCH C/C,45,256,Army,25,3,7,4,11,5,-,55,1,2,-,,2,60,4,2020,Europe,,
KELLY C/C,45,280,Army,10,-,4,1,3,1,-,19,1,1,-,,1,22,4,2020,Europe,,
GALAXY B/C,45,298,Army,6,2,3,1,10,2,-,24,1,1,-,,1,27,4,2020,Europe,,
STUTTGART,0,0,,41,5,14,6,24,8,-,98,3,4,-,,4,109,4,2020,Europe,48.775418,9.181759
,0,0,,,,,,,,0,,,,,,0,,4,2020,Europe,,
GRAF E/C,46,413,Army,17,4,7,4,6,-,-,38,1,2,-,,2,43,4,2020,Europe,,
HOHENFELS B/C,46,415,Army,4,4,4,4,2,-,-,18,1,2,-,,2,23,4,2020,Europe,49.203278,11.849022
VILSECK B/C,46,417,Army,7,-,-,2,4,-,-,13,1,1,-,,1,16,4,2020,Europe,,
LANGENBRUCK,46,1858,Army,11,4,4,-,15,2,-,36,1,2,-,,2,41,4,2020,Europe,49.991466,8.663401
ALGIERS REC,46,3145,Army,6,-,2,2,4,-,-,14,1,1,-,,2,18,4,2020,Europe,,
VILSECK,0,0,,45,12,17,12,31,2,-,119,5,8,-,,9,141,4,2020,Europe,,
,0,0,,,,,,,,0,,,,,,0,,4,2020,Europe,,
THE VAULT,47,1669,Army,15,4,7,-,15,2,-,43,1,3,-,,3,50,4,2020,Europe,,
KASTEL KLUB,47,1881,Army,9,-,5,-,2,1,-,17,1,1,-,,1,20,4,2020,Europe,,
WIESBADEN E/C,47,2976,Army,11,4,4,1,4,2,-,26,-,-,1,,-,27,4,2020,Europe,,
ACE'S GAME RM,47,3108,Army,6,1,2,-,-,1,-,10,1,1,-,,1,13,4,2020,Europe,,
WIESBADEN,0,0,,41,9,18,1,21,6,-,96,3,5,1,,5,110,4,2020,Europe,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,0,0,,,,,,,,0,,,,,,0,,4,2020,Japan,,
YOKOSUKA B/C,18,3146,Navy,8,4,3,-,6,1,-,22,1,1,-,,2,26,4,2020,Japan,35.281341,139.6722
CLUB ALLIANCE,18,3147,Navy,11,5,2,1,8,2,-,29,1,1,-,,2,33,4,2020,Japan,,
CPO CLUB,18,3148,Navy,7,-,3,-,1,1,-,12,1,1,-,,2,16,4,2020,Japan,,
TAKEMIYA CLUB,18,3149,Navy,3,-,-,1,1,1,-,6,1,1,-,,2,10,4,2020,Japan,,
OFFICERS CLUB,18,3150,Navy,6,-,2,2,1,2,-,13,1,1,-,,2,17,4,2020,Japan,,
SEASIDE CLUB,18,3151,Navy,7,8,4,2,10,1,-,32,1,1,-,,2,36,4,2020,Japan,,
YOKOSUKA,0,0,,42,17,14,6,27,8,-,114,6,6,-,,12,138,4,2020,Japan,35.281341,139.6722
HARBOR VIEW,19,3096,Navy,7,6,3,5,5,1,-,27,1,1,-,,2,31,4,2020,Japan,,
HARIO,19,3097,Navy,3,6,2,3,-,1,-,15,1,1,-,,2,19,4,2020,Japan,,
GALAXIES,19,3098,Navy,8,6,8,-,4,3,-,29,1,1,-,,2,33,4,2020,Japan,,
,0,0,,,,,,,,0,,,,,,0,,4,2020,Japan,,
SASEBO                                              18     18     13      8      9      5      -,0,0,,,,,,,,0,71,,,,,0,,4,2020,Japan,33.179915,129.71511
,0,0,,,,,,,,0,,,,,,0,,4,2020,Japan,,
,,,,,,,,,,,,,,,,,,,,,,
IRISH PUB,2,194,Army,14,4,10,-,10,4,-,42,FRS,2,-,,3,48,5,2020,Europe,,
LCCC,2,195,Army,10,3,5,3,7,2,-,30,1,2,-,,2,35,5,2020,Europe,,
KAZABRA,2,196,Army,6,-,4,-,-,2,-,12,1,1,-,,1,15,5,2020,Europe,,
STRIKERS,2,218,Army,11,4,7,2,6,3,-,33,1,2,-,,2,38,5,2020,Europe,,
GOLD MINE,2,1038,Army,8,4,4,3,3,-,-,22,1,2,-,,2,27,5,2020,Europe,,
ROB JAVA CAFE,2,2887,Army,6,-,3,1,1,1,-,12,1,1,-,,1,15,5,2020,Europe,,
SEMBACH C/C,2,3072,Army,9,-,2,-,5,3,-,19,1,1,-,,2,23,5,2020,Europe,49.511398,7.864983
KAISERSLAUTERN,0,0,,64,15,35,9,32,15,-,170,1,11,-,,13,201,5,2020,Europe,,
,0,0,,,,,,,,0,,7,,,,0,,5,2020,Europe,,
LIVORNO C/C,4,330,Army,3,3,-,4,3,-,3,16,,2,-,,2,21,5,2020,Europe,43.548473,10.310567
ARENA B/C,4,2895,Army,13,5,6,3,10,4,-,41,1,2,-,,2,46,5,2020,Europe,,
DEL DIN C/C,4,3132,Army,4,-,6,1,5,-,-,16,1,1,-,,1,19,5,2020,Europe,,
VICENZA,0,0,,20,8,12,8,18,4,3,73,1,5,-,,5,86,5,2020,Europe,45.545479,11.535421
EDELWEISS,10,2489,Army,4,4,4,-,8,-,3,23,3,2,-,,2,28,5,2020,Europe,,
GARMISCH,0,0,,4,4,4,-,8,-,3,23,1,2,-,,2,28,5,2020,Europe,47.491695,11.095498
,0,0,,,,,,,,0,,1,,,,0,,5,2020,Europe,,
ACTION LANES,31,437,Army,7,-,2,2,7,2,-,20,,1,-,,2,24,5,2020,Europe,,
STORCK BRK B/C,31,438,Army,6,-,3,2,3,2,-,16,1,1,-,,2,20,5,2020,Europe,,
ANSBACH,0,0,,13,-,5,4,10,4,-,36,1,2,-,,4,44,5,2020,Europe,49.300425,10.571936
,0,0,,,,,,,,0,24,2,2,-,,2,29,5,2020,Europe,,
GRAFFITI'S,39,2618,Navy,21,-,3,-,-,-,-,,1,,,,0,,5,2020,Europe,,
SOUDA BAY,0,0,,21,-,3,-,-,-,-,24,,2,-,,2,29,5,2020,Europe,,
,0,0,,,,,,,,0,,1,,,,0,,5,2020,Europe,,
SIG B/C,40,2595,Navy,8,2,5,4,2,-,-,21,,1,-,,1,24,5,2020,Europe,,
JOX SPORTS BAR,40,2597,Navy,10,2,2,2,3,-,-,19,1,2,-,,2,24,5,2020,Europe,,
SIGONELLA,0,0,,18,4,7,6,5,-,-,40,1,3,-,,3,48,5,2020,Europe,,
,0,0,,,,,,,,0,,2,,,,0,,5,2020,Europe,,
CAPO OLDE TOWN,42,2588,Navy,10,-,6,2,2,2,-,22,,1,-,,2,26,5,2020,Europe,,
NAPLES B/C,42,2591,Navy,8,3,3,2,4,5,-,25,1,1,-,,2,29,5,2020,Europe,40.851775,14.268124
NAPLES,0,0,,18,3,9,4,6,7,-,47,1,2,-,,4,55,5,2020,Europe,40.851775,14.268124
,0,0,,,,,,,,0,,2,,,,0,,5,2020,Europe,,
LA PLAZA,43,2600,Navy,13,4,2,-,6,4,-,29,,1,-,,2,33,5,2020,Europe,,
ROTA LANES,43,2601,Navy,3,-,3,1,5,1,-,13,1,1,-,,1,16,5,2020,Europe,36.62629,-6.362981
ROTA FLEET CTR,43,2605,Navy,2,-,2,1,-,-,-,5,1,1,-,,1,8,5,2020,Europe,36.62629,-6.362981
BOQ,43,2890,Navy,4,-,3,-,2,1,-,10,1,1,-,,1,13,5,2020,Europe,,
ROTA,0,0,,22,4,10,2,13,6,-,57,1,4,-,,5,70,5,2020,Europe,36.62629,-6.362981
,0,0,,,,,,,,0,,4,,,,0,,5,2020,Europe,,
PATCH C/C,45,256,Army,25,3,7,4,11,5,-,55,,2,-,,2,60,5,2020,Europe,,
KELLY C/C,45,280,Army,10,-,4,1,3,1,-,19,1,1,-,,1,22,5,2020,Europe,,
GALAXY B/C,45,298,Army,6,2,3,1,10,2,-,24,1,1,-,,1,27,5,2020,Europe,,
STUTTGART,0,0,,41,5,14,6,24,8,-,98,1,4,-,,4,109,5,2020,Europe,48.775418,9.181759
,0,0,,,,,,,,0,,3,,,,0,,5,2020,Europe,,
GRAF E/C,46,413,Army,17,4,7,4,6,-,-,38,,2,-,,2,43,5,2020,Europe,,
HOHENFELS B/C,46,415,Army,4,4,4,4,2,-,-,18,1,2,-,,2,23,5,2020,Europe,49.203278,11.849022
VILSECK B/C,46,417,Army,7,-,-,2,4,-,-,13,1,1,-,,1,16,5,2020,Europe,,
LANGENBRUCK,46,1858,Army,11,4,4,-,15,2,-,36,1,2,-,,2,41,5,2020,Europe,49.991466,8.663401
ALGIERS REC,46,3145,Army,6,-,2,2,4,-,-,14,1,1,-,,2,18,5,2020,Europe,,
VILSECK,0,0,,45,12,17,12,31,2,-,119,1,8,-,,9,141,5,2020,Europe,,
,0,0,,,,,,,,0,,5,,,,0,,5,2020,Europe,,
THE VAULT,47,1669,Army,15,4,7,-,15,2,-,43,,3,-,,3,50,5,2020,Europe,,
KASTEL KLUB,47,1881,Army,9,-,5,-,2,1,-,17,1,1,-,,1,20,5,2020,Europe,,
WIESBADEN E/C,47,2976,Army,11,4,4,1,4,2,-,26,1,-,1,,-,27,5,2020,Europe,,
ACE'S GAME RM,47,3108,Army,6,1,2,-,-,1,-,10,-,1,-,,1,13,5,2020,Europe,,
WIESBADEN,0,0,,41,9,18,1,21,6,-,96,1,5,1,,5,110,5,2020,Europe,,
,0,0,,,,,,,,0,.,3,,,,0,,5,2020,Europe,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
YOKOSUKA B/C,18,3146,Navy,8,4,3,-,6,1,-,22,,1,-,,2,26,5,2020,Japan,35.281341,139.6722
CLUB ALLIANCE,18,3147,Navy,11,5,2,1,8,2,-,29,1,1,-,,2,33,5,2020,Japan,,
CPO CLUB,18,3148,Navy,7,-,3,-,1,1,-,12,1,1,-,,2,16,5,2020,Japan,,
TAKEMIYA CLUB,18,3149,Navy,3,-,-,1,1,1,-,6,1,1,-,,2,10,5,2020,Japan,,
OFFICERS CLUB,18,3150,Navy,6,-,2,2,1,2,-,13,1,1,-,,2,17,5,2020,Japan,,
SEASIDE CLUB,18,3151,Navy,7,8,4,2,10,1,-,32,1,1,-,,2,36,5,2020,Japan,,
YOKOSUKA,0,0,,42,17,14,6,27,8,-,114,1,6,-,,12,138,5,2020,Japan,35.281341,139.6722
HARBOR VIEW,19,3096,Navy,7,6,3,5,5,1,-,27,6,1,-,,2,31,5,2020,Japan,,
HARIO,19,3097,Navy,3,6,2,3,-,1,-,15,1,1,-,,2,19,5,2020,Japan,,
GALAXIES,19,3098,Navy,8,6,8,-,4,3,-,29,1,1,-,,2,33,5,2020,Japan,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
IRISH PUB,2,194,Army,14,4,10,-,10,4,-,42,FRS,2,-,,3,48,6,2020,Europe,,
LCCC,2,195,Army,10,3,5,3,7,2,-,30,1,2,-,,2,35,6,2020,Europe,,
KAZABRA,2,196,Army,6,-,4,-,-,2,-,12,1,1,-,,1,15,6,2020,Europe,,
STRIKERS,2,218,Army,11,4,7,2,6,3,-,33,1,2,-,,2,38,6,2020,Europe,,
GOLD MINE,2,1038,Army,8,4,4,3,3,-,-,22,1,2,-,,2,27,6,2020,Europe,,
ROB JAVA CAFE,2,2887,Army,6,-,3,1,1,1,-,12,1,1,-,,1,15,6,2020,Europe,,
SEMBACH C/C,2,3072,Army,9,-,2,-,5,3,-,19,1,1,-,,2,23,6,2020,Europe,49.511398,7.864983
KAISERSLAUTERN,0,0,,64,15,35,9,32,15,-,170,1,11,-,,13,201,6,2020,Europe,,
,0,0,,,,,,,,0,,7,,,,0,,6,2020,Europe,,
LIVORNO C/C,4,330,Army,3,3,-,4,3,-,3,16,,2,-,,2,21,6,2020,Europe,43.548473,10.310567
ARENA B/C,4,2895,Army,13,5,6,3,10,4,-,41,1,2,-,,2,46,6,2020,Europe,,
DEL DIN C/C,4,3132,Army,4,-,6,1,5,-,-,16,1,1,-,,1,19,6,2020,Europe,,
VICENZA,0,0,,20,8,12,8,18,4,3,73,1,5,-,,5,86,6,2020,Europe,45.545479,11.535421
EDELWEISS,10,2489,Army,4,4,4,-,8,-,3,23,3,2,-,,2,28,6,2020,Europe,,
GARMISCH,0,0,,4,4,4,-,8,-,3,23,1,2,-,,2,28,6,2020,Europe,47.491695,11.095498
,0,0,,,,,,,,0,,1,,,,0,,6,2020,Europe,,
ACTION LANES,31,437,Army,7,-,2,2,7,2,-,20,,1,-,,2,24,6,2020,Europe,,
STORCK BRK B/C,31,438,Army,6,-,3,2,3,2,-,16,1,1,-,,2,20,6,2020,Europe,,
ANSBACH,0,0,,13,-,5,4,10,4,-,36,1,2,-,,4,44,6,2020,Europe,49.300425,10.571936
,0,0,,,,,,,,0,24,2,2,-,,2,29,6,2020,Europe,,
GRAFFITI'S,39,2618,Navy,21,-,3,-,-,-,-,,1,,,,0,,6,2020,Europe,,
SOUDA BAY,0,0,,21,-,3,-,-,-,-,24,,2,-,,2,29,6,2020,Europe,,
,0,0,,,,,,,,0,,1,,,,0,,6,2020,Europe,,
SIG B/C,40,2595,Navy,8,2,5,4,2,-,-,21,,1,-,,1,24,6,2020,Europe,,
JOX SPORTS BAR,40,2597,Navy,10,2,2,2,3,-,-,19,1,2,-,,2,24,6,2020,Europe,,
SIGONELLA,0,0,,18,4,7,6,5,-,-,40,1,3,-,,3,48,6,2020,Europe,,
,0,0,,,,,,,,0,,2,,,,0,,6,2020,Europe,,
CAPO OLDE TOWN,42,2588,Navy,10,-,6,2,2,2,-,22,,1,-,,2,26,6,2020,Europe,,
NAPLES B/C,42,2591,Navy,8,3,3,2,4,5,-,25,1,1,-,,2,29,6,2020,Europe,40.851775,14.268124
NAPLES,0,0,,18,3,9,4,6,7,-,47,1,2,-,,4,55,6,2020,Europe,40.851775,14.268124
,0,0,,,,,,,,0,,2,,,,0,,6,2020,Europe,,
LA PLAZA,43,2600,Navy,13,4,2,-,6,4,-,29,,1,-,,2,33,6,2020,Europe,,
ROTA LANES,43,2601,Navy,3,-,3,1,5,1,-,13,1,1,-,,1,16,6,2020,Europe,36.62629,-6.362981
ROTA FLEET CTR,43,2605,Navy,2,-,2,1,-,-,-,5,1,1,-,,1,8,6,2020,Europe,36.62629,-6.362981
BOQ,43,2890,Navy,4,-,3,-,2,1,-,10,1,1,-,,1,13,6,2020,Europe,,
ROTA,0,0,,22,4,10,2,13,6,-,57,1,4,-,,5,70,6,2020,Europe,36.62629,-6.362981
,0,0,,,,,,,,0,,4,,,,0,,6,2020,Europe,,
PATCH C/C,45,256,Army,25,3,7,4,11,5,-,55,,2,-,,2,60,6,2020,Europe,,
KELLY C/C,45,280,Army,10,-,4,1,3,1,-,19,1,1,-,,1,22,6,2020,Europe,,
GALAXY B/C,45,298,Army,6,2,3,1,10,2,-,24,1,1,-,,1,27,6,2020,Europe,,
STUTTGART,0,0,,41,5,14,6,24,8,-,98,1,4,-,,4,109,6,2020,Europe,48.775418,9.181759
,0,0,,,,,,,,0,,3,,,,0,,6,2020,Europe,,
GRAF E/C,46,413,Army,17,4,7,4,6,-,-,38,,2,-,,2,43,6,2020,Europe,,
HOHENFELS B/C,46,415,Army,4,4,4,4,2,-,-,18,1,2,-,,2,23,6,2020,Europe,49.203278,11.849022
VILSECK B/C,46,417,Army,7,-,-,2,4,-,-,13,1,1,-,,1,16,6,2020,Europe,,
LANGENBRUCK,46,1858,Army,11,4,4,-,15,2,-,36,1,2,-,,2,41,6,2020,Europe,49.991466,8.663401
ALGIERS REC,46,3145,Army,6,-,2,2,4,-,-,14,1,1,-,,2,18,6,2020,Europe,,
VILSECK,0,0,,45,12,17,12,31,2,-,119,1,8,-,,9,141,6,2020,Europe,,
,0,0,,,,,,,,0,,5,,,,0,,6,2020,Europe,,
THE VAULT,47,1669,Army,15,4,7,-,15,2,-,43,,3,-,,3,50,6,2020,Europe,,
KASTEL KLUB,47,1881,Army,9,-,5,-,2,1,-,17,1,1,-,,1,20,6,2020,Europe,,
WIESBADEN E/C,47,2976,Army,11,4,4,1,4,2,-,26,1,-,1,,-,27,6,2020,Europe,,
ACE'S GAME RM,47,3108,Army,6,1,2,-,-,1,-,10,-,1,-,,1,13,6,2020,Europe,,
WIESBADEN,0,0,,41,9,18,1,21,6,-,96,1,5,1,,5,110,6,2020,Europe,,
,0,0,,,,,,,,0,.,3,,,,0,,6,2020,Europe,,
Japan,FO,Loc,,NOV,AIN,IGT,WMS,BAL,KON,ITE,Tot/EGMs,,DIE,COU,,ITC,Total,6,2020,Japan,36.204824,138.25292
,0,0,,,,,,,,0,,FRS,,,,0,,6,2020,Japan,,
YOKOSUKA B/C,18,3146,Navy,8,4,3,-,6,1,-,22,,1,-,,2,26,6,2020,Japan,35.281341,139.6722
CLUB ALLIANCE,18,3147,Navy,11,5,2,1,8,2,-,29,1,1,-,,2,33,6,2020,Japan,,
CPO CLUB,18,3148,Navy,7,-,3,-,1,1,-,12,1,1,-,,2,16,6,2020,Japan,,
TAKEMIYA CLUB,18,3149,Navy,3,-,-,1,1,1,-,6,1,1,-,,2,10,6,2020,Japan,,
OFFICERS CLUB,18,3150,Navy,6,-,2,2,1,2,-,13,1,1,-,,2,17,6,2020,Japan,,
SEASIDE CLUB,18,3151,Navy,7,8,4,2,10,1,-,32,1,1,-,,2,36,6,2020,Japan,,
YOKOSUKA,0,0,,42,17,14,6,27,8,-,114,1,6,-,,12,138,6,2020,Japan,35.281341,139.6722
HARBOR VIEW,19,3096,Navy,7,6,3,5,5,1,-,27,6,1,-,,2,31,6,2020,Japan,,
HARIO,19,3097,Navy,3,6,2,3,-,1,-,15,1,1,-,,2,19,6,2020,Japan,,
GALAXIES,19,3098,Navy,8,6,8,-,4,3,-,29,1,1,-,,2,33,6,2020,Japan,,
,,,,,,,,,,,,,,,,,,,,,,
Europe,FO,Loc,Svc,NOV,AIN,IGT,WMS,BAL,KON,ITE,Tot/EGMs,1,DIE,COU,,ITC,Total,Month,Year,Europe,,
IRISH PUB,2,194,Army,14,4,10,-,10,4,-,42,FRS,2,-,,3,48,7,2020,Europe,,
LCCC,2,195,Army,10,3,5,3,7,2,-,30,1,2,-,,2,35,7,2020,Europe,,
KAZABRA,2,196,Army,6,-,4,-,-,2,-,12,1,1,-,,1,15,7,2020,Europe,,
STRIKERS,2,218,Army,11,4,7,2,6,3,-,33,1,2,-,,2,38,7,2020,Europe,,
GOLD MINE,2,1038,Army,8,4,4,3,3,-,-,22,1,2,-,,2,27,7,2020,Europe,,
ROB JAVA CAFE,2,2887,Army,6,-,3,1,1,1,-,12,1,1,-,,1,15,7,2020,Europe,,
SEMBACH C/C,2,3072,Army,9,-,2,-,5,3,-,19,1,1,-,,2,23,7,2020,Europe,49.511398,7.864983
KAISERSLAUTERN,0,0,,64,15,35,9,32,15,-,170,1,11,-,,13,201,7,2020,Europe,,
,0,0,,,,,,,,0,,7,,,,0,,7,2020,Europe,,
LIVORNO C/C,4,330,Army,3,3,-,4,3,-,3,16,,2,-,,2,21,7,2020,Europe,43.548473,10.310567
ARENA B/C,4,2895,Army,13,5,6,3,10,4,-,41,1,2,-,,2,46,7,2020,Europe,,
DEL DIN C/C,4,3132,Army,4,-,6,1,5,-,-,16,1,1,-,,1,19,7,2020,Europe,,
VICENZA,0,0,,20,8,12,8,18,4,3,73,1,5,-,,5,86,7,2020,Europe,45.545479,11.535421
EDELWEISS,10,2489,Army,4,4,4,-,8,-,3,23,3,2,-,,2,28,7,2020,Europe,,
GARMISCH,0,0,,4,4,4,-,8,-,3,23,1,2,-,,2,28,7,2020,Europe,47.491695,11.095498
,0,0,,,,,,,,0,,1,,,,0,,7,2020,Europe,,
ACTION LANES,31,437,Army,7,-,2,2,7,2,-,20,,1,-,,2,24,7,2020,Europe,,
STORCK BRK B/C,31,438,Army,6,-,3,2,3,2,-,16,1,1,-,,2,20,7,2020,Europe,,
ANSBACH,0,0,,13,-,5,4,10,4,-,36,1,2,-,,4,44,7,2020,Europe,49.300425,10.571936
,0,0,,,,,,,,0,24,2,2,-,,2,29,7,2020,Europe,,
GRAFFITI'S,39,2618,Navy,21,-,3,-,-,-,-,,1,,,,0,,7,2020,Europe,,
SOUDA BAY,0,0,,21,-,3,-,-,-,-,24,,2,-,,2,29,7,2020,Europe,,
,0,0,,,,,,,,0,,1,,,,0,,7,2020,Europe,,
SIG B/C,40,2595,Navy,8,2,5,4,2,-,-,21,,1,-,,1,24,7,2020,Europe,,
JOX SPORTS BAR,40,2597,Navy,10,2,2,2,3,-,-,19,1,2,-,,2,24,7,2020,Europe,,
SIGONELLA,0,0,,18,4,7,6,5,-,-,40,1,3,-,,3,48,7,2020,Europe,,
,0,0,,,,,,,,0,,2,,,,0,,7,2020,Japan,,
CAPO OLDE TOWN,42,2588,Navy,10,-,6,2,2,2,-,22,,1,-,,2,26,7,2020,Japan,,
NAPLES B/C,42,2591,Navy,8,3,3,2,4,5,-,25,1,1,-,,2,29,7,2020,Japan,40.851775,14.268124
NAPLES,0,0,,18,3,9,4,6,7,-,47,1,2,-,,4,55,7,2020,Japan,40.851775,14.268124
,0,0,,,,,,,,0,,2,,,,0,,7,2020,Japan,,
LA PLAZA,43,2600,Navy,13,4,2,-,6,4,-,29,,1,-,,2,33,7,2020,Japan,,
ROTA LANES,43,2601,Navy,3,-,3,1,5,1,-,13,1,1,-,,1,16,7,2020,Japan,36.62629,-6.362981
ROTA FLEET CTR,43,2605,Navy,2,-,2,1,-,-,-,5,1,1,-,,1,8,7,2020,Japan,36.62629,-6.362981
BOQ,43,2890,Navy,4,-,3,-,2,1,-,10,1,1,-,,1,13,7,2020,Japan,,
ROTA,0,0,,22,4,10,2,13,6,-,57,1,4,-,,5,70,7,2020,Japan,36.62629,-6.362981
,0,0,,,,,,,,0,,4,,,,0,,7,2020,Japan,,
PATCH C/C,45,256,Army,25,3,7,4,11,5,-,55,,2,-,,2,60,7,2020,Europe,,
KELLY C/C,45,280,Army,10,-,4,1,3,1,-,19,1,1,-,,1,22,7,2020,Europe,,
GALAXY B/C,45,298,Army,6,2,3,1,10,2,-,24,1,1,-,,1,27,7,2020,Europe,,
